id,name,type,question,ocena,answers/0,answers/1,answers/2,answers/3,correct_answer_index,answers/4
248,Fizyka,Egzaminy Maturalne,"W jednorodnym polu magnetycznym umieszczono trzy jednakowej wielkości pręty: z miedzi, która jest diamagnetykiem, z aluminium, które jest paramagnetykiem, oraz ze stali, która jest ferromagnetykiem. Prawdą jest, że",3,wszystkie pręty namagnesowały się jednakowo.,najsilniej namagnesował się pręt z miedzi.,najsilniej namagnesował się pręt z aluminium.,najsilniej namagnesował się pręt ze stali.,3,
249,Fizyka,Egzaminy Maturalne,"Dwa elektrony poruszają się w próżni naprzeciwko siebie z prędkościami o wartościach 0,75 c każdy względem nieruchomego układu odniesienia. Jeśli przez c oznaczono prędkość światła w próżni to wartość względnej prędkości tych elektronów jest",3,równa c.,"równa 1,5 c.","równa 0,75 c.","większa od 0,75 c, ale mniejsza od c.",3,
250,Fizyka,Egzaminy Maturalne,Zjawisko dyfrakcji światła można zaobserwować gdy światło przechodzi przez,3,szklany pryzmat.,wąską szczelinę.,cienką soczewkę.,płytkę płasko-równoległą.,1,
251,Fizyka,Egzaminy Maturalne,"Zestaw dwóch klocków o masach m = 1 kg i M = 4 kg jest pchany jeden za drugim po poziomym podłożu siłą F. W wyniku tego układ dwóch klocków uzyskał przyspieszenie o wartości 0,4 m/s2. Doświadczenie to jest wykonywane na powierzchni Ziemi, a współczynnik tarcia pomiędzy każdym z klocków i podłożem wynosi 0,2. m M F(cid:4652)(cid:4652)(cid:1318) Wartość siły reakcji, z jaką klocek o masie M działa na klocek o masie m, wynosi około",1q,10 N,2 N,"2,4 N","0,4 N",2,
252,Fizyka,Egzaminy Maturalne,"Podnośnik hydrauliczny jest urządzeniem, które można stosować do podnoszenia pojazdów. To urządzenie wypełnione jest cieczą nieściśliwą, którą ograniczają nieruchome ścianki i dwa ruchome tłoki o różnych powierzchniach. Wywierając nacisk na tłok roboczy, można powoli podnosić samochody stojące na tłoku pompy. W pewnym podnośniku hydraulicznym pole powierzchni tłoka roboczego wynosi 100 cm2, a pole powierzchni tłoka pompy jest równe 880 cm2. Ciężary obu tłoków, a także siły tarcia pomiędzy tłokami a ściankami, są bardzo małe w stosunku do ciężarów, jakie te tłoki unoszą. Najmniejsza wartość siły F1, z jaką należy działać na tłok roboczy, aby unieść samochód o masie 1 500 kg, wynosi około",1,1 670 N.,14 700 N.,170 N.,129 000 N,0,
253,Fizyka,Egzaminy Maturalne,"W powietrzu, przy tych samych warunkach atmosferycznych, rozchodzą się dwie fale dźwiękowe. Pierwsza z nich ma częstotliwość f, a druga - częstotliwość 2f. Z tego wynika, że druga fala ma",3,dwukrotnie większą prędkość niż fala pierwsza.,dwukrotnie mniejszą prędkość niż fala pierwsza.,dwukrotnie większą długość niż fala pierwsza.,dwukrotnie mniejszą długość niż fala pierwsza.,3,
254,Fizyka,Egzaminy Maturalne,"Energia fotonu padającego na płytkę metalową jest czterokrotnie większa od pracy wyjścia elektronu z tego metalu. Maksymalna energia kinetyczna, którą może mieć elektron wybity z powierzchni tego metalu, w stosunku do energii fotonu padającego na płytkę, stanowi",1,"12,50%",25%,50%,75%,3,
255,Fizyka,Egzaminy Maturalne,"Elektron wpada w obszar jednorodnego pola magnetycznego z prędkością, której kierunek jest równoległy do linii tego pola. Ewentualny wpływ innych pól na ruch elektronu pomijamy. W takiej sytuacji, ten elektron będzie poruszał się dalej w obszarze pola magnetycznego po torze, który jest fragmentem",3,okręgu.,paraboli z ramionami skierowanymi ku górze.,paraboli z ramionami skierowanymi do dołu.,prostej równoległej do linii pola magnetycznego.,3,
256,Fizyka,Egzaminy Maturalne,"Elektron w atomie wodoru przechodzi ze stanu energetycznego opisanego liczbą kwantową n = 3 do stanu podstawowego. W wyniku tego przejścia emitowany jest foton. Jeżeli energia, jaką ma elektron w stanie podstawowym, wynosi E1= - 13,6 eV, to zgodnie z modelem atomu wodoru według Bohra, energia emitowanego fotonu jest równa:",1,1/3 |E1|,1/9 |E1|,8/9 |E1|,|E1|,2,
257,Fizyka,Egzaminy Maturalne,"Planety P1 i P2 okrążają pewną gwiazdę po orbitach kołowych. Okres obiegu planety P2 dookoła tej gwiazdy jest 8 razy większy od okresu obiegu planety P1 wokół tej gwiazdy. Z tego wynika, że promień orbity, po której porusza się planeta P2, jest",2,"16 razy większy od promienia orbity, po której porusza się planeta P1.","8 razy większy od promienia orbity, po której porusza się planeta P1.","4 razy większy od promienia orbity, po której porusza się planeta P1.","2 razy większy od promienia orbity, po której porusza się planeta P1.",2,
258,Fizyka,Egzaminy Maturalne,Siły jądrowe działające pomiędzy dwoma protonami są,3,"większe od sił elektrycznych działających pomiędzy tymi protonami, niezależnie od odległości pomiędzy nimi.","na odległościach rzędu 10^-15 m większe od sił elektrycznych działających pomiędzy tymi protonami, a na dużo większych odległościach są mniejsze od sił elektrycznych.","mniejsze od sił elektrycznych działających pomiędzy tymi protonami, niezależnie od odległości pomiędzy nimi.","na odległościach rzędu 10^-15 m mniejsze od sił elektrycznych działających pomiędzy tymi protonami, a na dużo większych odległościach są większe od sił elektrycznych.",1,
259,Fizyka,Egzaminy Maturalne,"Woda w rzece płynie z prędkością 2m/s względem brzegu. Po pokładzie statku płynącego pod prąd z prędkością 3m/s względem wody biegnie marynarz, który pozostaje w spoczynku względem brzegu. Prędkość marynarza względem pokładu statku jest równa",1,1 m/s,"1,5 m/s","2,5 m/s",5 m/s,0,
260,Fizyka,Egzaminy Maturalne,"Rowerzysta jadący początkowo z prędkością 8m/s rozpoczął zjazd z górki i przyśpieszył jednostajnie wzdłuż prostego zbocza do prędkości 10m/s w czasie 4 sekund. Jeżeli łączna  masa rowerzysty i roweru była równa 60 kg, to siła wypadkowa powodująca przyśpieszenie była równa",1,30 N,120 N,150 N,270 N,0,
261,Fizyka,Egzaminy Maturalne,"Jeżeli różne jądra atomowe wpadają w to samo pole magnetyczne z taką samą prędkością skierowaną prostopadle do linii pola magnetycznego, to po okręgu o najmniejszym promieniu będzie poruszać się jądro",3,1 1 H,3 2 He,4 2 He,12 6 C,0,
262,Fizyka,Egzaminy Maturalne,"Na skutek pochłonięcia fotonu przez atom wodoru elektron przeszedł z orbity pierwszej, odległej od jądra o w przybliżeniu 50 pm, na orbitę drugą. Odległość elektronu od jądra wzrosła do",1,100 pm,150 pm,200 pm,250 pm,2,
263,Fizyka,Egzaminy Maturalne,"Na katodę fotokomórki pada światło o ustalonej częstotliwości, wysyłane przez laser. W wyniku tego przez fotokomórkę płynie prąd. Jeżeli zwiększymy natężenie światła lasera, to",3,wzrośnie natężenie prądu płynącego przez fotokomórkę.,zmniejszy się praca wyjścia elektronów wybijanych z katody.,natężenie prądu płynącego przez fotokomórkę zmaleje do zera.,wzrośnie energia elektronów wybijanych z katody fotokomórki.,0,
264,Fizyka,Egzaminy Maturalne,Niedoborem (deficytem) masy jądra atomowego nazywamy różnicę pomiędzy,2,masą protonu a masą neutronu.,sumą mas protonów a sumą mas neutronów tworzących jądro atomowe.,sumą mas nukleonów tworzących jądro atomowe a masą jądra atomowego.,masą atomu a masą jego jądra.,2,
265,Fizyka,Egzaminy Maturalne,Kulka zawieszona na sznurku porusza się ruchem jednostajnym po okręgu w płaszczyźnie poziomej. Podczas tego ruchu,3,"ani wektor pędu kulki, ani jej energia kinetyczna się nie zmieniają.","zarówno wektor pędu kulki, jak i jej energia kinetyczna się zmieniają.","nie zmienia się wektor pędu kulki, a zmienia się jej energia kinetyczna.","nie zmienia się energia kinetyczna kulki, a zmienia się wektor jej pędu.",3,
266,Fizyka,Egzaminy Maturalne,Jednostką pracy i ciepła jest dżul. Jednostki tej nie można przedstawić w postaci,3,W·s,N·m,kg·m^2/s^2,(N·m^2)/kg^2,3,
267,Fizyka,Egzaminy Maturalne,"Na umieszczony w polu elektrostatycznym elektron działa siła o wartości Fel = 6,4·10-17 N. W tym samym polu wartości sił elektrostatycznych działających na umieszczony tam proton lub deuteron (jądro izotopu wodoru ) wynoszą odpowiednio:",3,"Fprot = 12,8·10^-17 N, Fdeut = 19,2·10^-17 N","Fprot = 12,8·10^-17 N, Fdeut = 12,8·10^-17 N","Fprot = 6,4·10^-17 N, Fdeut = 12,8·10^-17 N","Fprot = 6,4·10^-17 N, Fdeut = 6,4·10^-17 N",3,
268,Fizyka,Egzaminy Maturalne,Po przejściu monochromatycznej fali świetlnej z powietrza (np = 1) do szkła o współczynniku załamania ns,3,częstotliwość fali zmaleje ns razy.,prędkość fali się nie zmieni.,długość fali zmaleje ns razy.,okres fali zmaleje ns razy.,2,
269,Fizyka,Egzaminy Maturalne,"Syriusz B jest białym karłem, a więc gwiazdą o wysokiej temperaturze oraz",3,dużej mocy promieniowania i dużej gęstości.,małej mocy promieniowania i dużej gęstości.,dużej mocy promieniowania i małej gęstości.,małej mocy promieniowania i niewielkiej gęstości.,1,
270,Fizyka,Egzaminy Maturalne,"Pociąg porusza się ruchem jednostajnym prostoliniowym względem ziemi z prędkością o wartości 25 m/s. Wzdłuż wagonu pociągu idzie pasażer z prędkością o wartości około 1,5 m/s względem pociągu. Pasażer porusza się w tę samą stronę co pociąg. Droga, jaką pokona pasażer względem ziemi w czasie 5 s, wynosi około",1q,125 m,"117,5 m","7,5 m","132,5 m",3,
271,Fizyka,Egzaminy Maturalne,"Na metalową płytkę padł foton o energii 4,6 eV. Ten foton został całkowicie pochłonięty przez elektron znajdujący się w paśmie przewodnictwa tego metalu. W wyniku tego elektron został wybity z powierzchni metalu, a jego energia kinetyczna w chwili tuż po opuszczeniu metalu wynosiła 0,4 eV. Praca wyjścia elektronu z tego metalu wynosi około",1q,"6,7·10^-19 J",8·10^-19 J,"7,4·10^-19 J","0,64·10^-19 J",0,
272,Fizyka,Egzaminy Maturalne,"Ziemia i Wenus poruszają się dookoła Słońca po orbitach, które z bardzo dobrym przybliżeniem możemy uznać za kołowe. Dlatego do obliczeń można przyjąć, że wartości prędkości (orbitalnych) względem Słońca są dla obu planet stałe. Iloraz promienia orbity Ziemi rZ i promienia orbity Wenus rW wynosi około rZ/rW≈1,4 Z tego  wynika, że iloraz prędkości orbitalnej Wenus vW i prędkości orbitalnej Ziemi vZ jest równy około.",3,"vW/vZ≈2,0","vW/vZ≈1,2","vW/vZ≈0,85","vW/vZ≈0,51",1,
273,Fizyka,Egzaminy Maturalne,"Ustaloną masę gazu doskonałego poddano przemianie. W wyniku tej przemiany ciśnienie gazu w stanie końcowym było 2 razy mniejsze niż ciśnienie w stanie początkowym, a objętość gazu w stanie końcowym była 6 razy mniejsza niż w stanie początkowym. Temperatura gazu w stanie końcowym w porównaniu do temperatury w stanie początkowym była",1,12 razy mniejsza.,12 razy większa.,3 razy mniejsza.,3 razy większa.,0,
274,Fizyka,Egzaminy Maturalne,Pewne jądro atomowe X znajdujące się w stanie o najniższej energii przechodzi do stanu wzbudzonego X* (tzn. stanu o większej energii) na skutek pochłonięcia kwantu promieniowania elektromagnetycznego. Energia wiązania jądra X* w stanie wzbudzonym w porównaniu do energii wiązania jądra w stanie podstawowym jest,1,większa.,mniejsza.,taka sama.,większa lub mniejsza - zależnie od energii pochłoniętego fotonu.,1,
275,Fizyka,Egzaminy Maturalne,"Czas połowicznego rozpadu izotopu jodu 131 53 I, jest równy około 8 dni. Stosunek liczby jąder izotopu jodu 131 53 I, które uległy rozpadowi w ciągu 40 dni (licząc od pewnej ustalonej chwili początkowej)  do liczby jąder tego izotopu w chwili początkowej wynosi około",1,1/32,31/32,4/5,1/5,1,
276,Fizyka,Egzaminy Maturalne,"Dwaj kolarze zbliżali się do mety, jadąc jeden obok drugiego ruchem jednostajnym z prędkością 15 m/s. W odległości 100 m od mety jeden z nich przyspieszył i jadąc ruchem jednostajnie przyspieszonym po sześciu sekundach minął metę. W jakiej odległości od mety znajdował się wówczas drugi kolarz jadący do końca z niezmienną prędkością?",1,"2,5 m",5 m,10 m,15 m,2,
277,Fizyka,Egzaminy Maturalne,Cechy charakterystyczne różnych typów gwiazd przedstawia się za pomocą diagramu Hertzspunga-Russella (H - R). Na osiach współrzędnych tego diagramu odłożona jest,3,temperatura powierzchni (typ widmowy) i jasność absolutna (absolutna wielkość gwiazdowa). jasność absolutna (absolutna wielkość gwiazdowa) i odległości od Ziemi.,,średnica gwiazdy i temperatura jej powierzchni.,temperatura powierzchni i odległości od Ziemi.,0,
278,Fizyka,Egzaminy Maturalne,Planety w ruchu dookoła Słońca poruszają się po orbitach będących,2,okręgami.,hiperbolami.,elipsami.,parabolami.,2,
279,Fizyka,Egzaminy Maturalne,"Plamy słoneczne są ciemniejsze od reszty tarczy słonecznej, ponieważ są to",3,obłoki wapnia przesłaniające fotosferę.,"obszary chłodniejsze, niż obszary poza plamami.",obszary położone poniżej przeciętnej powierzchni fotosfery (lokalne depresje) i pada na nie cień.,"obszary, których widmo zawiera wyjątkowo dużo absorpcyjnych linii wodoru.",1,
280,Fizyka,Egzaminy Maturalne,"Źródło światła znajduje się w odległości 0,7 m od soczewki skupiającej o ogniskowej 0,5 m. Obraz źródła będzie",2,"rzeczywisty, pomniejszony.","rzeczywisty, powiększony.","pozorny, pomniejszony.","pozorny, powiększony.",1,
281,Fizyka,Egzaminy Maturalne,"Zjawisko zaćmienia Słońca może powstać wówczas, gdy",3,okresowo zmaleje jasność Słońca.,Księżyc przecina orbitę Ziemi.,Księżyc znajduje się między Ziemią i Słońcem.,Ziemia znajduje się między Księżycem i Słońcem.,2,
282,Fizyka,Egzaminy Maturalne,"Pasażer siedzący w przedziale pociągu poruszającego się z prędkością o wartości 10 m/s widzi przez 6 s pociąg jadący w przeciwną stronę. Jeśli długość mijanego pociągu jest równa 150 m, to wartość jego prędkości wynosi",1,v = 15 m/s,v = 20 m/s,v = 25 m/s,v = 35 m/s,0,
283,Fizyka,Egzaminy Maturalne,"Na sanki o masie 2 kg poruszające się z prędkością o wartości 6 m/s zaczęła działać stała siła hamująca, która zatrzymała te sanki w czasie 4 s. Wartość siły hamującej wynosi około",1,"1,5 N.",3 N.,4 N.,6 N.,1,
284,Fizyka,Egzaminy Maturalne,"Rozważamy zależność siły tarcia od następujących czynników: siły wzajemnego nacisku ciał, rodzaju stykających się ze sobą powierzchni, stopnia wygładzenia powierzchni oraz wielkości powierzchni styku. Jeśli zmieniamy tylko jeden z tych czterech czynników, to okazuje się, że wartość siły tarcia nie zależy od",3,siły nacisku ciał.,rodzaju stykających się powierzchni.,wielkości powierzchni styku.,stopnia wygładzenia powierzchni.,2,
285,Fizyka,Egzaminy Maturalne,"Dwoje uczniów ogląda film, w którym załoga statku kosmicznego podczas bitwy w przestrzeni międzyplanetarnej widzi wybuch innego statku i po chwili słyszy odgłos wybuchu. Uczniowie uważają, że nie jest to realne. Uczniowie",2,"mają rację, ponieważ fale dźwiękowe nie przenikają przez kadłub statku kosmicznego.","mają rację, ponieważ fale dźwiękowe nie rozchodzą się w próżni.","mają rację, ponieważ w próżni dźwięk biegnie z prędkością równą prędkości światła.","nie mają racji, ponieważ odgłos wybuchu byłby rzeczywiście słyszalny.",1,
286,Fizyka,Egzaminy Maturalne,"Trzy zamknięte naczynia mają jednakową objętość. W pierwszym znajduje się 64 g tlenu, w drugim - 84 g azotu, a w trzecim - 8 g wodoru. Temperatury tych gazów są jednakowe. Masa jednego mola tlenu wynosi 32 g, azotu - 28 g i wodoru - 2 g. Ciśnienie gazu jest",3,największe w naczyniu z tlenem.,największe w naczyniu z azotem.,największe w naczyniu z wodorem.,jednakowe we wszystkich naczyniach.,2,
287,Fizyka,Egzaminy Maturalne,Naładowana cząstka wpada w próżni w obszar jednorodnego pola prostopadle do linii tego pola. Cząstka w obszarze pola porusza się po okręgu. Opisana sytuacja może mieć miejsce w,3,polu magnetycznym.,polu grawitacyjnym.,polu elektrostatycznym.,każdym z trzech pól wyżej wymienionych.,0,
288,Fizyka,Egzaminy Maturalne,"Mała kieszonkowa latarka zawiera punktowo świecącą diodę i wklęsłe zwierciadło kuliste o promieniu krzywizny 12 mm. Latarka świeci równoległą wiązką, gdy dioda znajduje się",3,w środku krzywizny zwierciadła.,12 mm od środka krzywizny w kierunku od zwierciadła.,6 mm od środka krzywizny w kierunku zwierciadła.,6 mm od środka krzywizny w kierunku od zwierciadła.,2,
289,Fizyka,Egzaminy Maturalne,"W obserwacji wnętrza samochodu często przeszkadza nam światło odbite od szyby. Aby zminimalizować ten efekt, obserwator może użyć specjalnych filtrów, które wykorzystują zjawisko",2,załamania światła.,dyfrakcji światła.,interferencji światła.,polaryzacji światła.,3,
290,Fizyka,Egzaminy Maturalne,"Na powierzchnię szkła o współczynniku załamania 1,5 pada wiązka światła o częstotliwości 6,9·1014 Hz. Częstotliwość fali tego światła w szkle jest równa",3,"4,6·10^14 Hz.","6,9·10^14 Hz.","10,35·10^14 Hz.","13,8·10^14 Hz.",1,
291,Fizyka,Egzaminy Maturalne,"Izotop polonu 210Po ulega rozpadowi z czasem połowicznego zaniku równym 138 dni i przechodzi w stabilny izotop ołowiu 206Pb. Początkowo w próbce znajdował się wyłącznie polon, a liczba jego jąder wynosiła 1,2·1010. Po upływie 414 dni w próbce będzie",3,"0,4·10^10 jąder polonu i 0,8·10^10 jąder ołowiu.","0,8·10^10 jąder polonu i 0,4·10^10 jąder ołowiu.","1,5·10^9 jąder polonu i 1,05·10^10 jąder ołowiu.","1,05·101^0 jąder polonu i 1,5·10^9 jąder ołowiu.",2,
292,Fizyka,Egzaminy Maturalne,"skok Ludzie poszukujący spadochronowy z asekuracją instruktora, do którego skaczący „pasażer” jest w czasie lotu przypięty od spodu. Zaraz po opuszczeniu samolotu, przed otwarciem siła wzajemnego oddziaływania skoczków (przekazywana przez pasy ich spinające) jest spadochronu,",3,równa ciężarowi pasażera.,nieco większa od ciężaru pasażera.,nieco mniejsza od ciężaru pasażera.,bliska zeru.,3,
293,Fizyka,Egzaminy Maturalne,Przed soczewką skupiającą o ogniskowej 20 cm umieszczono świecący przedmiot w odległości 10 cm od soczewki. Otrzymano wówczas obraz,2,"pozorny, prosty i powiększony.","pozorny, prosty i pomniejszony.","rzeczywisty, prosty i powiększony.","rzeczywisty, odwrócony i powiększony.",0,
294,Fizyka,Egzaminy Maturalne,Izotopami nazywamy,2,"wszystkie atomy, w których liczba elektronów jest mniejsza od liczby protonów.",wszystkie naturalne pierwiastki promieniotwórcze.,"jądra o tych samych liczbach neutronów, ale różnych liczbach atomowych.","jądra o tych samych liczbach atomowych, ale o różnych liczbach neutronów.",3,
295,Fizyka,Egzaminy Maturalne,"Ciało wykonuje prosty ruch harmoniczny. W momencie, w którym prędkość ciała jest maksymalna, jego",3,"energia potencjalna jest maksymalna, a przyspieszenie równe zero.","energia potencjalna jest minimalna, a przyspieszenie równe zero.","energia potencjalna jest minimalna, a przyspieszenie jest maksymalne.",energia potencjalna i przyspieszenie przyjmują wartości maksymalne.,1,
296,Fizyka,Egzaminy Maturalne,"Wiązkę światła tworzą trzy promienie: czerwony, zielony i niebieski. Po przejściu przez siatkę dyfrakcyjną najbardziej ugięty będzie promień",3,"niebieski, a najmniej zielony.","czerwony, a najmniej niebieski.","zielony, a najmniej czerwony.","niebieski, a najmniej czerwony.",1,
297,Fizyka,Egzaminy Maturalne,"Księżyc stale zwraca ku Ziemi tę samą stronę, druga strona może być obserwowana tylko przez okrążające Księżyc sondy kosmiczne. Odwrotna strona Księżyca",3,jest stale oświetlona promieniami słonecznymi.,nigdy nie jest oświetlona promieniami słonecznymi.,"jest częściowo oświetlona promieniami słonecznymi, a wielkość części oświetlonej zależy od fazy Księżyca.","jest częściowo oświetlona promieniami słonecznymi, a wielkość części oświetlonej zależy od pory roku.",2,
298,Fizyka,Egzaminy Maturalne,"Ciało na powierzchni Księżyca ma energię potencjalną grawitacji równą zero, a na wysokości 12 m ma energię potencjalną grawitacji równą 600 J. Podczas spadku swobodnego z wysokości 12 m, na wysokości 4 m energia kinetyczna tego ciała ma wartość",1,równą 600 J.,równą 400 J.,równą 200 J.,równą 100 J.,1,
299,Fizyka,Egzaminy Maturalne,Diagram H-R (Hertzsprunga-Russella) pozwala,3,klasyfikować gwiazdy.,klasyfikować galaktyki.,określać lub szacować wiek Wszechświata.,określać lub szacować rozmiary Wszechświata. Więcej arkuszy znajdziesz na stronie: arkusze.pl 4 Egzamin maturalny z fizyki i astronomii poziom podstawowy Zadania otwarte Rozwiązania zadań o numerach od 11. do 21. należy zapisać w wyznaczonych miejscach pod treścią zadania.,0,
300,Fizyka,Egzaminy Maturalne,Pasaty to wiatry wiejące z północy i południa w stronę równika. Powstają w wyniku unoszenia w okolicach równika powietrza nagrzanego przez ocean. Występowanie pasatów tłumaczymy,2,zjawiskiem konwekcji.,efektem cieplarnianym.,dziurą ozonową nad biegunami Ziemi.,dużą aktywnością wulkaniczną w pasie równikowym.,0,
301,Fizyka,Egzaminy Maturalne,W nieodwracalnych procesach termodynamicznych zachodzących w układzie izolowanym entropia,3,maleje.,wzrasta.,nie zmienia się.,wzrasta lub maleje. Więcej arkuszy znajdziesz na stronie: arkusze.pl Próbny egzamin maturalny z fizyki i astronomii Poziom podstawowy 3,1,
302,Fizyka,Egzaminy Maturalne,Przez zwojnicę płynie prąd elektryczny o stałym natężeniu. Po włożeniu do zwojnicy żelaznego rdzenia wartość indukcji magnetycznej wewnątrz zwojnicy,3,znacznie zmaleje.,znacznie wzrośnie.,nieznacznie zmaleje.,nieznacznie wzrośnie.,1,
303,Fizyka,Egzaminy Maturalne,"Fale elektromagnetyczne o największej długości, promieniowania to spośród wymienionych fale",3,podczerwonego.,widzialnego.,ultrafioletowego.,mikrofalowego.,3,
304,Fizyka,Egzaminy Maturalne,W schemacie reakcji jądrowej 55 25 Mn + 2 1 H -> 56 25 Mn + X . Przez X oznaczono,2,proton.,neutron.,elektron.,pozyton.,0,
305,Fizyka,Egzaminy Maturalne,"Z wysokości h rzucono dwie piłki z prędkościami o tej samej wartości vo - jedną pionowo do góry, a drugą pionowo w dół. Jeśli nie uwzględnimy oporu powietrza, to o wartościach prędkości v1 i v2 piłek w chwili upadku na ziemię możemy powiedzieć, że",3,v1 < v2,v1 > v2,v1 = v2,prędkości zależą od mas piłek.,2,
306,Fizyka,Egzaminy Maturalne,"Długość wskazówki minutowej zegara na wieży kościelnej wynosi 1,2 m, a godzinowej 1 m. Stosunek wartości prędkości liniowej końca wskazówki godzinowej do minutowej wynosi",1q,1 : 12,"1 : 14,4","1,2 : 1","6,28 : 1,2",1,
307,Fizyka,Egzaminy Maturalne,"Skrzynię o masie m przesuwamy ruchem jednostajnym na odległość s, raz pchając ją z siłą skierowaną poziomo, a drugi raz ciągnąc z siłą o tej samej wartości skierowaną pod kątem 60 stopni do poziomu. O pracach W1 i W2 wykonanych w obu przypadkach możemy powiedzieć, że",2,W1 = W2,W1 = 2W2,W1 = 1/2 W2,W2 = 2W1,3,
308,Fizyka,Egzaminy Maturalne,"Jeśli ciało rzucone pionowo do góry z prędkością o wartości vo wzniosło się na pewną wysokość h blisko powierzchni Ziemi, to na planecie o przyspieszeniu grawitacyjnym 2 razy większym niż na Ziemi wzniosłoby się na wysokość hp. Pomiędzy tymi wysokościami zachodzi zależność",1,hp = 2h,hp = h,hp = h/2,hp = h/4,2,
309,Fizyka,Egzaminy Maturalne,"Jaka jest długość fali emitowanej przez atom wodoru przy przejściu ze stanu energetycznego o n = 3 do stanu podstawowego? Przyjmij, że stała Rydberga wynosi 107 m(cid:150)1.",3,9/8 ⋅ 10^-7,8/9 ⋅ 10^-7,8/9 ⋅ 10^7,"2,25 • 10^-7",0,
310,Fizyka,Egzaminy Maturalne,"W windzie znajduje się waga łazienkowa (naciskowa), na której stoi człowiek. Zanotowano wskazania wagi podczas ruchu windy. W tabeli wybierz kolumnę, w której dane są zgodne z prawami mechaniki.",3,"(Winda rusza w górę, jedzie w górę v = const, zatrzymuje się jadąc do góry)  Wskazanie wagi kg: 75 78 75","(Winda rusza w górę, jedzie w górę v = const, zatrzymuje się jadąc do góry)  Wskazanie wagi kg: 81 78 81","(Winda rusza w górę, jedzie w górę v = const, zatrzymuje się jadąc do góry)  Wskazanie wagi kg: 81 78 75","(Winda rusza w górę, jedzie w górę v = const, zatrzymuje się jadąc do góry)  Wskazanie wagi kg: 75 78 81",2,
311,Fizyka,Egzaminy Maturalne,"Kamień rzucono pionowo w górę z prędkością 5 m/s. Jeśli pominiemy opór powietrza, a wartość przyspieszenia ziemskiego przyjmiemy równą 10 m/s2, to prawdą jest, że",3,kamień wznosi się o 5 m w ciągu każdej sekundy.,kamień osiągnie maksymalną wysokość 5 m.,prędkość kamienia zmaleje o 5 m/s w ciągu pierwszej sekundy.,"czas lotu kamienia w górę będzie równy 0,5 s.",3,
312,Fizyka,Egzaminy Maturalne,"Księżyc, naturalny satelita Ziemi, obiega Ziemię po orbicie o promieniu 9 razy większym od promienia orbity sztucznego satelity Ziemi. Zakładając kołowy kształt torów obu satelitów, można stwierdzić, że prędkość orbitalna Księżyca jest, w porównaniu do prędkości orbitalnej sztucznego satelity,",1,3 razy mniejsza.,3 razy większa.,9 razy mniejsza.,9 razy większa.,0,
313,Fizyka,Egzaminy Maturalne,Które z wymienionych poniżej urządzeń nie służy do przyspieszania cząstek naładowanych?,3,synchrotron,cyklotron,akcelerator liniowy,akumulator Zadania otwarte Rozwiązania zadań o numerach od 11. do 20. należy zapisać w wyznaczonych miejscach pod treścią zadania.,3,
314,Fizyka,Egzaminy Maturalne,"2 Podkreśl poprawne zakończenie poniższego zdania. Gdy zmienimy kąt padania promienia i powtórzymy obserwację promienia odbitego przez polaryzator, to podczas obrotu polaryzatora",3,nie zaobserwujemy żadnych zmian jasności obrazu.,"zaobserwujemy rozjaśnianie i przygaszanie obrazu, ale bez całkowitego wygaszenia.","zaobserwujemy rozjaśnianie i całkowite wygaszanie obrazu, ale tylko wtedy, gdy polaryzator będziemy obracać wokół przechylonej osi.","zaobserwujemy rozjaśnianie i całkowite wygaszanie obrazu, ale między kolejnymi wygaszeniami należy obrócić polaryzator o większy kąt. Więcej arkuszy znajdziesz na stronie: arkusze.pl Egzamin maturalny z fizyki i astronomii poziom podstawowy 9",1,
315,Fizyka,Egzaminy Maturalne,"Pierwsze cztery planety Układu Słonecznego według rosnącej odległości od Słońca to: Merkury, Wenus, Ziemia, Mars. Te same planety uszeregowane według wzrastającej masy to: Merkury, Mars, Wenus, Ziemia. Jeżeli przyjmiemy, że planety poruszają się po orbitach kołowych, to poprawną relacją między prędkościami liniowymi tych planet jest",3,vMer < vWen < vZiem < vMars,vMer > vWen > vZiem > vMars,vMer < vMars < vWen < vZiem,vMer > vMars > vWen > vZiem,1,
316,Fizyka,Egzaminy Maturalne,"Samochód porusza się po rondzie z prędkością o wartości 20 km/h. Jeżeli wartość jego prędkości wzrośnie o 20 km/h i samochód nie zmieni pasa ruchu, to wartość przyspieszenia dośrodkowego samochodu",1,zmaleje dwukrotnie.,zmaleje czterokrotnie.,wzrośnie dwukrotnie.,wzrośnie czterokrotnie.,3,
317,Fizyka,Egzaminy Maturalne,"Jeżeli długość wahadła matematycznego wzrośnie cztery razy, to częstotliwość drgań harmonicznych tego wahadła",1,zmaleje dwukrotnie.,zmaleje czterokrotnie.,wzrośnie dwukrotnie.,wzrośnie czterokrotnie.,0,
318,Fizyka,Egzaminy Maturalne,"Jedną z zalet umieszczenia teleskopu optycznego na orbicie okołoziemskiej w porównaniu z obserwacjami z powierzchni Ziemi jest to, że",3,"do teleskopu na orbicie nie docierają fale radiowe wytwarzane przez ludzi, które na Ziemi zakłócają odbiór sygnałów.",promieniowanie kosmiczne może być wykorzystane do zasilania urządzeń teleskopu.,"w atmosferze Ziemi występują drgania powietrza, które zakłócają bieg promieni świetlnych.","w ten sposób zbliżamy teleskop do planet i gwiazd, co powiększa otrzymywane obrazy.",2,
